stock_symbol,date,opening,closing,low,high,volume,market_cap,p/e
CTS,1/24/2014,19.58,19.55,19.41,19.76,94873,658.7M,84.09
DAIO,1/24/2014,2.90,3.05,2.89,3.48,533679,23.7M,N/A
DEWY,1/23/2014,N/A,2.00,N/A,N/A,0,2.7M,N/A
DPW,1/24/2014,N/A,0.61,0.61,0.61,200,4.2M,N/A
DLB,1/24/2014,42.00,41.31,40.53,42.00,1530324,4.203B,23.46
WIRE,1/24/2014,56.39,53.60,52.7528,56.46,121006,1.109B,28.84
ESP,1/24/2014,32.01,31.50,31.50,32.01,3104,70.6M,13.55
GAXCQ,1/24/2014,0.0007,0.0007,0.0007,0.0007,100000,16K,N/A
GCLL,1/25/2014,N/A,0.008,N/A,N/A,70,260K,N/A
GCLL,1/25/2014,N/A,0.008,N/A,N/A,70,260K,N/A
HOKUQ,1/24/2014,0.0025,0.0025,0.0025,0.0025,1018,137K,N/A
HTCH,1/24/2014,4.07,4.03,3.973,4.20,192644,113.0M,N/A
IEHC,1/24/2014,5.55,5.70,5.55,6.14,1300,13.1M,8.52
INVC,1/22/2014,N/A,0.0007,N/A,N/A,0,23K,0.04
INRD, INC,1/24/2014,0.2341,0.2341,0.234,0.234,6500,2.8M
ITKG,1/24/2014,0.395,0.332,0.33,0.395,220408,26.3M,N/A
IVAC, Inc.,1/24/2014,8.49,8.47,8.201,8.31,66723,199.5M
JST,1/24/2014,7.90,7.419,7.39,7.96,78168,120.8M,7.91
KEM,1/24/2014,5.74,5.59,5.45,5.74,194709,252.2M,N/A
KYO,1/24/2014,47.87,47.33,47.15,48.16,34385,17.364B,16.70
LPL, Lt,1/24/2014,12.35,12.35,12.05,12.21,616835,8.738B
LFUS, Inc.,1/24/2014,93.04,92.76,89.41,92.19,108520,2.065B
EVTI,1/24/2014,3.20,3.20,3.20,3.20,100,60.2M,N/A
MHTX,1/24/2014,0.058,0.065,0.0563,0.065,246000,30.1M,N/A
MXWL,1/24/2014,8.80,8.52,8.36,8.83,415885,246.1M,21.25
MEI,1/24/2014,34.18,33.16,32.80,34.18,360759,1.240B,27.89
MVIS, Inc.,1/24/2014,1.33,1.31,1.21,1.26,360582,39.9M
MFCO,1/23/2014,N/A,0.55,N/A,N/A,0,1.4M,N/A
MKRS,1/24/2014,0.0852,0.099,0.0852,0.099,7025,3.2M,N/A
XDSL,1/24/2014,0.0014,0.0015,0.0014,0.0016,2415400,8.2M,N/A
NTE,1/24/2014,6.85,6.64,6.55,6.89,772050,300.6M,11.45
NEON,1/24/2014,5.82,5.81,5.75,5.89,495230,220.4M,N/A
NEWN,1/24/2014,0.09,0.05,0.05,0.09,14764,736K,N/A
NSYS,1/24/2014,5.61,5.44,5.20,5.62,27059,14.9M,18.56
OIIM,1/24/2014,3.12,3.13,3.11,3.15,73003,88.3M,N/A
OKME,1/23/2014,N/A,0.75,N/A,N/A,0,85.4M,N/A
ORBT,1/24/2014,3.53,3.50,3.50,3.53,4767,15.4M,38.04
ORBK,1/24/2014,14.02,13.51,13.47,14.05,177882,570.8M,23.05
OESX,1/24/2014,6.51,6.02,6.01,6.585,345280,127.4M,49.32
PLNR, I,1/24/2014,2.80,2.75,2.63,2.65,258007,56.8M
PLUG, Inc.,1/24/2014,2.99,2.98,2.75,2.805,15667458,287.8M
PWDY,1/24/2014,0.015,0.015,0.015,0.015,18145,2.9M,N/A
PULS,1/24/2014,3.08,3.06,3.06,3.19,7559,24.5M,N/A
QBAK,1/24/2014,N/A,1.19,1.19,1.24,400,14.6M,N/A
RVLT,1/24/2014,3.12,3.06,3.00,3.14,856098,249.8M,N/A
RVLTF,1/24/2014,0.0012,0.0012,0.0012,0.0012,185000,368K,N/A
RFIL, Lt,1/24/2014,6.84,6.80,6.45,6.51,179383,53.1M
SANM,1/24/2014,15.70,15.24,15.21,16.06,997702,1.284B,17.03
SIMO,1/24/2014,15.14,14.92,14.65,15.14,511895,490.6M,17.22
SLI, In,1/24/2014,26.76,26.52,26.50,26.50,521,109.2M
SPA,1/24/2014,29.37,29.33,29.06,29.75,125644,296.3M,20.84
STPFQ,1/24/2014,0.585,0.595,0.575,0.60,749365,107.7M,N/A
TEL,1/24/2014,59.04,57.32,57.28,59.07,2748158,23.541B,18.37
UNXL, Inc.,1/24/2014,10.10,10.03,9.76,10.04,287221,122.8M
UNXL, Inc.,1/24/2014,10.10,10.03,9.76,10.04,287221,122.8M
VICR,1/24/2014,N/A,11.55,11.231,11.87,65317,445.1M,N/A
WGA,1/24/2014,1.74,1.74,1.68,1.74,3566,20.4M,25.00
ADAT,1/24/2014,1.32,1.22,1.1498,1.38,387782,43.2M,N/A
BGAT,1/16/2014,N/A,0.0065,N/A,N/A,0,299K,N/A
CERN,1/24/2014,56.11,54.71,54.70,56.18,1661937,18.780B,44.13
TCEC,1/24/2014,1.01,1.01,1.01,1.01,100,22.2M,N/A
CPSI,1/24/2014,59.22,58.95,57.79,59.27,132479,657.8M,20.65
HYRR,12/13/2013,N/A,1.00,N/A,N/A,0,40.1M,N/A
MDAS, Inc.,1/24/2014,22.335,22.21,21.935,22.25,660351,1.377B
MDFI,1/24/2014,0.35,0.35,0.35,0.35,434,9.0M,6.62
MDSO,1/24/2014,64.36,60.30,60.14,65.49,703951,3.108B,151.36
MRGE,1/24/2014,2.12,2.08,2.06,2.13,390770,195.7M,N/A
PINC, Inc.,1/24/2014,36.57,36.32,35.11,35.48,145735,1.149B
PVTA,1/21/2014,N/A,0.355,N/A,N/A,0,140.3M,N/A
QSII, ,1/24/2014,19.65,19.65,18.18,18.25,1156552,1.099B
STRM,1/24/2014,6.62,6.50,6.45,6.62,16133,90.3M,N/A
TCEC,1/24/2014,1.01,1.01,1.01,1.01,100,22.2M,N/A
TCEC,1/24/2014,1.01,1.01,1.01,1.01,100,22.2M,N/A
VEEV,1/24/2014,31.41,31.89,30.91,32.01,556076,3.974B,198.87
VHGI,1/24/2014,0.0018,0.0018,0.0018,0.0018,81749,411K,N/A
WBMD,1/24/2014,48.30,47.56,46.92,48.4837,753322,2.137B,N/A
WBSID, INC.,1/24/2014,0.025,0.025,0.0111,0.014,204909,445K
BR,1/24/2014,37.75,36.71,36.68,37.92,1003855,4.375B,19.83
CRWG,1/24/2014,0.07,0.07,0.07,0.0705,56730,4.3M,N/A
DOGO,1/24/2014,0.0017,0.0017,0.0017,0.0017,792,152K,N/A
DNB,1/24/2014,115.19,113.30,113.22,115.90,497769,4.324B,16.88
FDS,1/24/2014,108.55,106.10,105.90,108.55,622557,4.539B,24.06
IHS,1/24/2014,115.88,114.72,114.44,115.91,288067,7.733B,59.62
IORG,1/17/2014,N/A,0.36,N/A,N/A,0,4.4M,N/A
LDOS, ,1/24/2014,45.90,45.83,44.78,45.48,1030339,3.894B
MORN, Inc.,1/24/2014,79.50,79.06,77.80,78.30,104543,3.598B
NXOI,1/24/2014,0.075,0.075,0.065,0.075,104312,1.1M,N/A
NXOI,1/24/2014,0.075,0.075,0.065,0.075,104312,1.1M,N/A
NLSN,1/24/2014,44.57,43.24,43.24,44.59,1907046,16.331B,25.73
MBIS,1/24/2014,2.85,2.75,2.71,2.88,46767,16.6M,N/A
YBLT,1/3/2014,N/A,0.008,N/A,N/A,0,282K,N/A
ACN,1/24/2014,83.29,81.18,81.17,83.30,3384290,51.711B,17.87
ACXM,1/24/2014,34.41,33.29,33.17,34.86,584599,2.501B,51.78
ANYI,1/24/2014,0.04,0.04,0.04,0.04,1000,1.5M,N/A
ANYI,1/24/2014,0.04,0.04,0.04,0.04,1000,1.5M,N/A
BOSC,1/24/2014,7.18,6.86,6.8501,7.49,62881,8.1M,N/A
WIFI, ,1/24/2014,6.408,6.32,6.1604,6.34,136938,225.2M
CIS,1/24/2014,2.03,2.00,2.00,2.03,36418,92.6M,N/A
CDW,1/24/2014,24.23,23.62,23.55,24.23,173209,4.062B,27.48
CBR, Inc. Commo,1/24/2014,4.21,4.17,4.09,4.15,208094,313.1M
CSC,1/24/2014,55.31,54.27,54.27,55.56,1338786,7.989B,7.45
CTG,1/24/2014,17.53,17.37,16.8415,17.75,51140,323.0M,17.87
CTG,1/24/2014,17.53,17.37,16.8415,17.75,51140,323.0M,17.87
CSPI,1/24/2014,7.95,7.77,7.77,8.01,18612,27.7M,80.00
DMRC,1/24/2014,32.26,31.00,30.76,32.9799,49887,212.8M,143.90
DRCO,1/24/2014,11.48,11.49,11.48,11.49,48134,119.5M,27.55
EDGW,1/24/2014,5.92,5.77,5.61,5.93,18705,62.8M,26.97
NUVI,1/24/2014,0.0066,0.0062,0.0062,0.0066,579863,220K,N/A
ETEC,1/23/2014,N/A,0.999,N/A,N/A,0,16.9M,N/A
ETEC,1/23/2014,N/A,0.999,N/A,N/A,0,16.9M,N/A
ENHT,1/18/2014,N/A,0.0013,N/A,N/A,0,68K,N/A
EPAM, Inc,1/24/2014,40.24,39.63,39.47,39.87,447701,1.854B
EPIQ, Inc,1/24/2014,15.71,15.65,15.46,15.48,149334,538.1M
FIS,1/24/2014,52.69,50.84,50.70,52.84,2761736,14.801B,28.13
IT, Inc. Com,1/24/2014,69.856,69.27,68.01,68.19,306515,6.286B
HMNY,1/24/2014,N/A,6.20,6.20,6.585,833,14.4M,32.44
IGTE,1/24/2014,36.29,34.72,34.31,36.546,363483,2.029B,30.14
IBM,1/24/2014,181.25,179.64,179.64,182.8141,6938768,188.6B,12.23
ISS,1/24/2014,5.22,5.26,5.22,5.26,71421,304.0M,219.17
ISDR,1/24/2014,8.91,8.91,8.91,8.91,100,17.7M,23.59
MNDO,1/24/2014,2.17,2.10,2.08,2.19,107036,39.7M,16.00
NCIT, Inc.,1/24/2014,7.24,7.18,6.86,6.88,30705,88.9M
NCR,1/24/2014,35.98,35.59,35.35,36.31,1861969,5.922B,40.01
TXTM,1/24/2014,0.0001,0.0001,0.0001,0.0001,3251000,86K,N/A
QFOR,1/24/2014,0.775,0.73,0.70,0.80,106391,61.0M,N/A
QFOR,1/24/2014,0.775,0.73,0.70,0.80,106391,61.0M,N/A
RAX,1/24/2014,36.95,37.13,36.26,37.26,1642988,5.191B,55.82
RDWR,1/24/2014,18.25,17.98,17.83,18.30,457391,806.1M,40.78
RVBD,1/24/2014,20.03,19.93,19.79,20.09,1737845,3.227B,N/A
SAIC,1/24/2014,39.35,37.61,37.06,39.35,290033,1.843B,15.24
NOW, Inc. ,1/24/2014,62.82,62.59,58.06,58.56,1954727,8.124B
SPBU,1/23/2014,N/A,0.0035,N/A,N/A,0,1.6M,N/A
SPIN,1/24/2014,0.45,0.45,0.45,0.45,2500,8.4M,N/A
SYKE,1/24/2014,20.92,21.05,20.78,21.152,294231,900.6M,22.96
SYNT, Inc.,1/24/2014,90.44,90.43,86.93,87.34,94037,3.647B
UBIC, Inc.,1/24/2014,5.25,5.11,5.11,5.25,300,90.3M
UIS,1/24/2014,31.98,30.50,30.425,31.98,774535,1.339B,24.93
VRTU,1/24/2014,N/A,34.77,34.10,35.39,212847,920.5M,29.26
WIT,1/24/2014,13.29,12.88,12.88,13.31,732151,31.541B,24.01
XRX,1/24/2014,11.54,11.24,11.08,11.69,35544812,13.357B,12.92
VNET, I,1/24/2014,21.95,21.72,21.15,21.41,823517,1.276B
ACLZ,1/24/2014,1.48,1.60,1.48,1.60,19000,92.7M,140.00
AKAM,1/24/2014,49.35,48.34,48.12,49.39,1987419,8.652B,32.21
ANAV,1/23/2014,N/A,0.51,N/A,N/A,0,54.5M,N/A
AOL,1/24/2014,48.35,47.16,47.055,48.60,992403,3.701B,44.14
ATRNQ, INC.,1/24/2014,0.002,0.002,0.002,0.002,22250,13K
ATRNQ, INC.,1/24/2014,0.002,0.002,0.002,0.002,22250,13K
ABTL,1/24/2014,17.67,16.38,16.1001,17.68,329192,145.9M,70.04
ATHM,1/24/2014,31.95,32.06,30.214,32.29,538357,3.333B,53.95
BIDU, Inc.,1/24/2014,165.33,160.60,159.00,161.37,5976567,56.470B
RATE, Inc. Co,1/24/2014,16.135,16.06,15.68,16.06,379652,1.630B
BITA,1/24/2014,34.76,31.77,31.03,34.82,2256312,1.379B,43.45
BCOR, Inc.,1/24/2014,27.00,26.64,25.95,26.11,352362,1.076B
PRSS,1/24/2014,6.77,6.63,6.61,6.77,4258,113.8M,N/A
CRCM,1/24/2014,21.21,24.30,21.21,24.40,7471826,75.2M,N/A
JRJC,1/24/2014,7.86,7.34,7.29,7.86,444508,160.0M,N/A
CCIH,1/24/2014,N/A,16.23,16.03,17.40,741847,370.5M,N/A
CNET,1/24/2014,0.80,0.80,0.77,0.80,36294,17.9M,6.36
CRTO,1/24/2014,N/A,36.14,36.00,37.84,139169,1.704B,N/A
CRTOF,1/14/2014,N/A,0.65,N/A,N/A,0,53.4M,N/A
ENGA, ,1/24/2014,2.44,2.44,2.11,2.11,1360,42.8M
FB, Inc.,1/24/2014,56.42,56.11,54.40,54.45,55545336,133.7B
FRFS,1/24/2014,0.0016,0.0016,0.0016,0.0016,1194473,204K,N/A
GPLH,1/24/2014,0.30,0.30,0.19,0.30,5200,10.5M,N/A
GOOG,1/24/2014,1153.01,1123.83,1123.00,1153.545,3926347,375.5B,31.57
GRPN, Inc.,1/24/2014,10.655,10.50,10.22,10.28,12766320,6.868B
HSTM, Inc,1/24/2014,31.105,30.77,29.822,30.22,114480,823.7M
AWAY, Inc.,1/24/2014,41.61,41.61,39.87,40.83,1598790,3.505B
IACI,1/24/2014,72.02,70.55,70.38,72.18,1303099,5.876B,25.63
IMKI,1/23/2014,N/A,0.40,N/A,N/A,0,6.3M,N/A
INXN,1/24/2014,25.37,25.02,24.80,25.42,321987,1.722B,500.59
DATE,1/24/2014,6.60,6.21,6.105,6.60,351144,186.4M,23.21
KIWB,1/24/2014,0.0039,0.005,0.0038,0.005,99943,3.4M,N/A
LLNW,1/24/2014,2.01,2.00,2.00,2.03,226476,194.5M,N/A
LNKD,1/24/2014,215.01,217.39,213.81,221.50,2129683,25.957B,976.31
LIVE, Inc.,1/24/2014,25.10,16.65,16.05,21.18,2657902,80.2M
LOCM,1/24/2014,1.60,1.63,1.58,1.79,763196,37.5M,N/A
LOOK, Ltd.,1/24/2014,2.4899,2.34,2.34,2.4899,5599,14.3M
MBIS,1/24/2014,2.85,2.75,2.71,2.88,46767,16.6M,N/A
MEET, Inc. Comm,1/24/2014,2.25,2.07,2.05,2.12,1806843,81.6M
MRHD,1/21/2014,N/A,0.023,N/A,N/A,0,430K,23.00
MMRF,1/24/2014,0.032,0.032,0.03,0.0329,702167,20.4M,N/A
APPZ,1/24/2014,0.0032,0.0026,0.0026,0.0035,2975714,103K,N/A
MONT,1/24/2014,23.80,22.99,22.76,23.80,145203,608.7M,32.18
MOVE, Inc.,1/24/2014,14.31,14.00,13.53,13.54,388461,528.8M
MOVE, Inc.,1/24/2014,14.31,14.00,13.53,13.54,388461,528.8M
NSAV,1/24/2014,0.002,0.0025,0.002,0.0025,75268,236K,N/A
ONIN,9/24/2013,N/A,0.55,N/A,N/A,0,8.6M,N/A
OPEN, Inc.,1/24/2014,80.84,80.15,77.54,79.37,434668,1.847B
OPMG,1/23/2014,N/A,0.0001,N/A,N/A,0,438K,N/A
PAYM, INC.,1/24/2014,0.231,0.231,0.231,0.231,2500,1.3M
PZOO, INC,1/24/2014,0.0269,0.0269,0.02,0.02,88421,1.9M
PLPED,1/24/2014,9.95,9.00,8.04,9.95,38685,N/A,N/A
FENG,1/24/2014,10.45,10.04,9.78,10.48,1731271,752.6M,22.64
PTOO, INC.,1/23/2014,N/A,N/A,N/A,0.55,0,57.2M
PTOO, INC.,1/23/2014,N/A,N/A,N/A,0.55,0,57.2M
IPDN,1/24/2014,3.10,3.20,3.10,3.20,15258,20.2M,N/A
RCMH,1/23/2014,N/A,0.0001,N/A,N/A,0,84K,N/A
REDF,1/24/2014,2.13,2.14,2.10,2.17,188437,59.0M,N/A
MARK, Inc,1/24/2014,5.46,5.23,5.25,5.46,10356,59.6M
SOHU,1/24/2014,74.00,72.31,71.57,75.416,829580,2.769B,172.25
SFUN,1/24/2014,84.49,81.57,80.50,85.22,2848234,6.651B,30.28
SPXA,1/22/2014,N/A,0.004,N/A,N/A,0,237K,N/A
SBAY, INC CMN,1/22/2014,N/A,N/A,N/A,0.002,0,19K
SURP, INC.,1/21/2014,N/A,N/A,N/A,0.90,0,35.3M
SYNC, Inc.,1/24/2014,2.64,N/A,2.48,2.53,138244,69.2M
SYNW,1/23/2014,N/A,0.001,N/A,N/A,0,103K,0.20
TAOM,1/24/2014,6.81,6.55,6.4676,6.89,78272,240.9M,54.65
TTGT, Inc.,1/24/2014,7.06,7.04,6.87,7.05,59047,223.6M
TGLO,1/22/2014,N/A,0.0022,N/A,N/A,0,971K,0.73
TST, Inc.,1/24/2014,2.78,2.72,2.62,2.67,243197,90.6M
TZOO,1/24/2014,24.37,23.61,23.35,24.37,123061,354.1M,N/A
TRIP, Inc.,1/24/2014,81.4215,80.44,80.25,80.36,2305235,11.416B
TRIP, Inc.,1/24/2014,81.4215,80.44,80.25,80.36,2305235,11.416B
TCX,1/24/2014,12.95,13.00,12.80,13.19,48702,141.7M,41.30
TWTR, Inc.,1/24/2014,63.62,62.20,61.30,61.74,13039731,33.630B
THEGQ,1/24/2014,0.008,0.0073,0.0073,0.008,183080,187K,N/A
VCHS,1/21/2014,N/A,0.10,N/A,N/A,0,7.0M,N/A
VCLK, Inc.,1/24/2014,22.28,21.75,21.50,21.67,1414304,1.447B
VRSN, Inc.,1/24/2014,61.95,N/A,60.37,60.37,1110397,8.274B
WWWW, In,1/24/2014,32.90,32.90,31.53,32.10,745485,1.581B
WBXU,1/23/2014,N/A,0.016,N/A,N/A,0,425K,N/A
WBXU,1/23/2014,N/A,0.016,N/A,N/A,0,425K,N/A
PTOO, INC.,1/23/2014,N/A,N/A,N/A,0.55,0,57.2M
WIX,1/24/2014,29.70,28.33,27.40,30.10,180709,1.037B,N/A
YHOO,1/24/2014,38.67,37.91,37.6201,38.98,26397474,38.457B,33.99
YNDX,1/24/2014,39.53,38.02,37.56,40.15,6492436,12.389B,33.20
YELP,1/24/2014,77.71,75.99,75.63,78.4875,2629556,5.023B,N/A
YOKU,1/24/2014,30.86,29.96,29.38,31.47,5819947,5.007B,N/A
YY,1/24/2014,61.54,59.79,58.15,63.476,2951754,3.301B,68.06
WUBA,1/24/2014,37.50,35.89,35.78,39.48,810376,2.851B,N/A
BYOC,1/24/2014,0.0003,0.0003,0.0003,0.0004,1728000,25K,0.01
BIZZ, INC.,1/22/2014,N/A,N/A,N/A,0.015,0,1.7M
WSCO,1/9/2014,N/A,0.40,N/A,N/A,0,10.7M,N/A
CHIO,1/23/2014,N/A,0.0411,N/A,N/A,0,N/A,N/A
CRMZ,1/23/2014,N/A,2.95,N/A,N/A,0,23.5M,73.75
DJAK, INC,1/24/2014,0.049,0.045,0.045,0.045,28242,6.2M
DLTZ,1/24/2014,0.20,0.20,0.20,0.20,2000,6.5M,N/A
FULO,1/24/2014,0.05,0.05,0.05,0.05,400,456K,4.08
GAWK,1/24/2014,7.77,7.25,7.25,7.77,1550,2.189B,N/A
GPCM,1/24/2014,0.182,0.17,0.17,0.185,111724,16.6M,N/A
GASE,1/24/2014,0.56,0.54,0.54,0.57,48479,27.4M,N/A
HNET,12/5/2013,N/A,0.51,N/A,N/A,0,1.5M,N/A
HSTH,1/17/2014,N/A,0.003,N/A,N/A,0,248K,1.50
IGEN,1/24/2014,0.09,0.06,0.06,0.09,12000,1.1M,N/A
ITSI,1/24/2014,1.28,1.28,1.28,1.28,1100,16.6M,3.82
GEEK,1/25/2014,N/A,0.49,N/A,N/A,30,8.2M,2.14
IIJI,1/24/2014,13.49,13.51,13.2701,13.72,9202,1.241B,15.98
IZEA,1/24/2014,0.365,0.365,0.35,0.365,40275,8.2M,N/A
IZEA,1/24/2014,0.365,0.365,0.35,0.365,40275,8.2M,N/A
LUXR, INC,1/24/2014,0.0116,0.0116,0.0116,0.0116,12794,940K
QIHU,1/24/2014,89.21,84.74,84.61,90.80,5025504,10.225B,123.60
RIIC,12/19/2013,N/A,0.002,N/A,N/A,0,300K,N/A
SFAZ,1/24/2014,0.0028,0.0027,0.0027,0.0028,31916,885K,N/A
SIFY,1/24/2014,1.95,1.98,1.93,2.04,206390,260.6M,30.31
SYTE,1/24/2014,0.046,0.046,0.046,0.046,200000,3.4M,16.00
SMTP,1/24/2014,8.35,8.20,8.20,8.35,551,25.1M,20.57
SMTP,1/24/2014,8.35,8.20,8.20,8.35,551,25.1M,20.57
TRLA, Inc. Comm,1/24/2014,37.26,36.69,34.36,35.46,2062799,1.323B
UBIQ,1/24/2014,2.34,2.33,2.20,2.34,4400,717.8M,N/A
UBIQ,1/24/2014,2.34,2.33,2.20,2.34,4400,717.8M,N/A
UBIQ,1/24/2014,2.34,2.33,2.20,2.34,4400,717.8M,N/A
UBIQ,1/24/2014,2.34,2.33,2.20,2.34,4400,717.8M,N/A
UBIQ,1/24/2014,2.34,2.33,2.20,2.34,4400,717.8M,N/A
WESC,1/3/2014,N/A,0.02,N/A,N/A,0,958K,N/A
WSCO,1/9/2014,N/A,0.40,N/A,N/A,0,10.7M,N/A
ALYI,1/22/2014,N/A,0.04,N/A,N/A,0,3.8M,N/A
ANGI, Inc,1/24/2014,17.49,16.90,16.22,16.80,3013697,981.5M
BVSN, Inc.,1/24/2014,14.70,14.15,13.90,14.05,121131,66.7M
GIB, Inc. C,1/24/2014,31.53,31.20,30.92,31.43,446537,9.719B
CKSW,1/24/2014,9.33,8.95,8.91,9.36,92819,288.5M,N/A
TRAK,1/24/2014,47.36,46.41,45.47,47.4962,413407,2.037B,215.23
DFTC,1/24/2014,0.0012,0.0012,0.0012,0.0012,50000,95K,N/A
DMD,1/24/2014,5.60,5.79,5.60,5.99,576576,519.8M,N/A
DRIV, In,1/24/2014,18.33,18.13,17.99,18.04,183855,568.0M
DGLPQ,1/14/2014,N/A,0.0005,N/A,N/A,0,127K,N/A
LONG, Inc.,1/24/2014,18.00,17.89,17.3883,17.69,8933,616.2M
EQIX, Inc.,1/24/2014,187.67,181.45,180.15,183.88,2155912,9.112B
GKNT, Inc.,1/24/2014,18.61,17.79,17.79,18.23,4597,121.0M
GKNT, Inc.,1/24/2014,18.61,17.79,17.79,18.23,4597,121.0M
INOD,1/24/2014,2.69,2.73,2.69,2.82,44405,68.4M,N/A
INAP,1/24/2014,8.03,8.01,7.91,8.135,219638,407.6M,N/A
ITNF,1/24/2014,0.03,0.03,0.03,0.03,3200,1.0M,N/A
XXIA,1/24/2014,13.27,13.06,12.94,13.44,657444,994.6M,47.86
JCOM, Inc.,1/24/2014,48.13,47.56,46.85,47.03,267358,2.157B
JCDAF,1/23/2014,N/A,4.54,N/A,N/A,0,18.9M,N/A
JCDAF,1/23/2014,N/A,4.54,N/A,N/A,0,18.9M,N/A
JCDAF,1/23/2014,N/A,4.54,N/A,N/A,0,18.9M,N/A
LBRG,1/22/2014,N/A,0.0005,N/A,N/A,0,66K,N/A
NYBD, INC,1/24/2014,0.0018,0.0013,0.0012,0.0016,2754333,192K
KRANQ,12/12/2013,N/A,0.02,N/A,N/A,0,154K,N/A
MENI,12/31/2013,N/A,0.0031,N/A,N/A,0,285K,N/A
MENI,12/31/2013,N/A,0.0031,N/A,N/A,0,285K,N/A
NETE, Inc.,1/24/2014,5.10,4.90,4.90,4.91,4253,138.5M
NTES, Inc.,1/24/2014,77.87,77.24,72.50,74.46,1441367,9.680B
NMXS,1/22/2014,N/A,0.0899,N/A,N/A,0,14.1M,89.90
OMCM,1/23/2014,N/A,0.15,N/A,N/A,0,13.5M,N/A
PROP,1/24/2014,0.2025,0.22,0.195,0.22,63650,30.9M,N/A
QNST, Inc.,1/24/2014,8.65,8.60,8.18,8.26,129203,358.4M
QMCI,1/24/2014,0.04,0.0499,0.03,0.0499,77200,4.5M,N/A
SLNM,1/24/2014,N/A,0.22,N/A,N/A,0,16.8M,N/A
SLTC, Inc.,1/24/2014,6.74,6.58,6.54,6.74,3005,26.1M
SINA,1/24/2014,72.00,70.03,69.155,72.212,4207706,4.686B,1611.33
STVI,1/24/2014,0.40,0.36,0.36,0.43,32229,14.0M,N/A
STVI,1/24/2014,0.40,0.36,0.36,0.43,32229,14.0M,N/A
SPRT, Inc.,1/24/2014,3.07,2.97,2.95,3.01,556165,158.9M
ULTI,1/24/2014,156.85,155.17,153.91,158.65,207960,4.333B,204.89
TRMR, Inc,1/24/2014,4.71,4.70,4.50,4.57,207128,226.9M
VCST,1/21/2014,N/A,0.0033,N/A,N/A,0,206K,N/A
VHC,1/24/2014,18.11,18.00,17.70,18.216,255839,921.7M,N/A
VOCS, Inc.,1/24/2014,12.92,12.78,12.55,12.67,250280,255.7M
SLNN,1/24/2014,0.3475,0.34,0.3121,0.355,77572,32.8M,N/A
WORX,1/23/2014,N/A,0.08,N/A,N/A,0,2.5M,N/A
WORX,1/23/2014,N/A,0.08,N/A,N/A,0,2.5M,N/A
CCOP,1/24/2014,0.0442,0.0388,0.0351,0.0442,162406,13.0M,N/A
ETAK,1/24/2014,1.68,1.62,1.60,1.75,544578,217.8M,N/A
GNCMA,1/24/2014,10.50,10.32,10.28,10.55,288760,417.5M,25.99
LYNS,1/23/2014,N/A,0.135,N/A,N/A,0,3.0M,N/A
MDTC,12/12/2013,N/A,0.0013,N/A,N/A,0,47K,N/A
OTEL,1/24/2014,6.94,6.77,6.75,6.94,4394,21.0M,0.84
PTGI, INC,1/24/2014,3.724,3.70,3.60,3.65,58402,51.9M
ZMTP,1/24/2014,N/A,0.11,N/A,N/A,0,878K,N/A
ATVI,1/24/2014,16.64,16.67,16.55,16.84,7993198,11.593B,16.03
MINA,1/24/2014,2.26,2.26,2.26,2.26,157,71.3M,N/A
AVID, ,1/24/2014,7.51,7.48,7.23,7.25,142360,282.2M
AXLX,1/24/2014,0.0001,0.0001,0.0001,0.0001,3762000,162K,N/A
CYOU,1/24/2014,30.70,29.82,29.60,30.70,208526,1.588B,5.51
CHDA,1/17/2014,N/A,0.013,N/A,N/A,0,264K,N/A
CMGE,1/24/2014,32.00,29.34,29.20,32.00,129727,786.3M,N/A
EA,1/24/2014,23.87,23.84,23.3901,23.96,5563464,7.369B,32.48
FRZT,1/24/2014,0.0019,0.0018,0.0018,0.0019,90000,180K,N/A
GA,1/24/2014,10.90,10.85,10.82,10.98,1421857,2.600B,14.76
GIGM,1/24/2014,1.00,1.11,1.00,1.23,3477729,56.3M,N/A
GLUU,1/24/2014,3.95,3.88,3.86,3.98,2614867,302.5M,N/A
GRVY, Ltd.,1/24/2014,1.29,1.03,1.03,1.0803,819929,30.0M
GRAS,1/24/2014,0.0034,0.0033,0.0025,0.0034,45079932,31K,N/A
GRAS,1/24/2014,0.0034,0.0033,0.0025,0.0034,45079932,31K,N/A
IMGX,12/18/2013,N/A,0.035,N/A,N/A,0,642K,N/A
IGT,1/24/2014,15.93,15.04,15.005,16.20,25709784,3.799B,16.06
KNM,1/24/2014,22.49,22.57,22.35,22.60,4010,3.129B,29.75
KONG,1/24/2014,7.94,8.05,7.93,8.25,505093,350.2M,70.80
LFBG,1/16/2014,N/A,0.0001,N/A,N/A,0,969K,N/A
COOL,1/24/2014,0.58,0.57,0.565,0.5848,611352,25.5M,N/A
PWRD,1/24/2014,19.26,18.44,18.28,19.31,967571,907.6M,14.51
ROVI,1/24/2014,21.79,22.12,21.71,22.16,974833,2.161B,N/A
STIE,1/17/2014,N/A,0.02,N/A,N/A,0,1.4M,N/A
GAME,1/24/2014,5.40,5.65,5.20,5.97,5868676,1.515B,9.52
SGMZ,1/24/2014,35.50,31.00,31.00,36.00,700,5.508B,N/A
TTWO,1/24/2014,18.36,18.46,18.04,18.59,2727741,1.640B,N/A
